timestamp_us,relative_time_ms,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_magnitude,gyro_magnitude
442360.359,0.12789100000000325,155.0,-986.0,-176.0,420.0,-770.0,-560.0,1013.5072767375674,1040.6248123122955
442360.359,0.12789100000000325,155.0,-986.0,-175.0,420.0,-840.0,-560.0,1013.3341008769023,1093.4349546269316
442360.359,0.12789100000000325,155.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.3341008769023,1079.907403437906
442360.359,0.12789100000000325,156.0,-987.0,-175.0,350.0,-700.0,-630.0,1014.4604477257849,1004.6890066085126
442360.359,0.12789100000000325,157.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.6147051960168,1031.1643903859365
442360.359,0.12789100000000325,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442360.359,0.12789100000000325,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442360.359,0.12789100000000325,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442360.359,0.12789100000000325,155.0,-986.0,-175.0,350.0,-840.0,-560.0,1013.3341008769023,1068.5036265731624
442360.359,0.12789100000000325,155.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.3341008769023,1079.907403437906
442360.359,0.12789100000000325,156.0,-987.0,-175.0,420.0,-700.0,-630.0,1014.4604477257849,1031.1643903859365
442360.359,0.12789100000000325,157.0,-987.0,-175.0,420.0,-770.0,-630.0,1014.6147051960168,1079.907403437906
442360.359,0.12789100000000325,157.0,-987.0,-176.0,420.0,-700.0,-630.0,1014.7876625186177,1031.1643903859365
442360.359,0.12789100000000325,157.0,-986.0,-175.0,350.0,-700.0,-630.0,1013.6419486189391,1004.6890066085126
442360.359,0.12789100000000325,157.0,-985.0,-176.0,490.0,-770.0,-560.0,1012.8425346518579,1070.7940978544848
442360.359,0.12789100000000325,156.0,-986.0,-175.0,490.0,-770.0,-560.0,1013.4875430906884,1070.7940978544848
442360.359,0.12789100000000325,155.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.3341008769023,1040.6248123122955
442360.546,0.1280779999999795,155.0,-986.0,-175.0,420.0,-700.0,-560.0,1013.3341008769023,989.9494936611666
442360.546,0.1280779999999795,156.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.4875430906884,1079.907403437906
442360.546,0.1280779999999795,157.0,-986.0,-175.0,350.0,-700.0,-630.0,1013.6419486189391,1004.6890066085126
442360.546,0.1280779999999795,158.0,-986.0,-175.0,350.0,-770.0,-630.0,1013.7973170215041,1054.6563421323553
442360.546,0.1280779999999795,158.0,-986.0,-176.0,420.0,-700.0,-630.0,1013.9704137695537,1031.1643903859365
442360.546,0.1280779999999795,156.0,-986.0,-175.0,350.0,-840.0,-630.0,1013.4875430906884,1106.7971810589327
442360.546,0.1280779999999795,155.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.3341008769023,1040.6248123122955
442360.546,0.1280779999999795,155.0,-986.0,-175.0,420.0,-840.0,-630.0,1013.3341008769023,1130.884609498246
442360.546,0.1280779999999795,155.0,-986.0,-175.0,490.0,-770.0,-630.0,1013.3341008769023,1109.00856624284
442360.546,0.1280779999999795,156.0,-986.0,-175.0,420.0,-770.0,-560.0,1013.4875430906884,1040.6248123122955
442360.546,0.1280779999999795,157.0,-986.0,-175.0,420.0,-700.0,-700.0,1013.6419486189391,1075.3604047016051
442360.546,0.1280779999999795,158.0,-986.0,-175.0,420.0,-770.0,-630.0,1013.7973170215041,1079.907403437906
442360.546,0.1280779999999795,157.0,-986.0,-175.0,490.0,-840.0,-560.0,1013.6419486189391,1122.1853679316978
